バクマン。　２０	大場_つぐみ	420	9784088704661	4088704665	
銀魂　第４５巻	空知_英秋	420	9784088704289	4088704282	
黒子のバスケオフィシャルファンブックＣＨＡＲＡＣＴＥＲＳ　ＢＩＢＬＥ	藤巻_忠俊	760	9784088705743	4088705742	
黒子のバスケ　１８	藤巻_忠俊	420	9784088704302	4088704304	
ハレルヤオーバードライブ！　７	高田_康太郎	460	9784091237538	4091237533	
新テニスの王子様　８	許斐_剛	460	9784088704722	408870472X	
ＳＫＥＴ　ＤＡＮＣＥ　２５	篠原_健太	420	9784088704630	4088704630	
トリコ　２０	島袋_光年	420	9784088704654	4088704657	
ぬらりひょんの孫　２２	椎橋_寛	420	9784088704647	4088704649	
ニセコイ　２	古味_直志	420	9784088704708	4088704703	
